id,tweet,prediction
b"1488,boo you suck but thanks for one thing today and cant wait for the rest of the week,1
b'1489,bored and no one is talking,0
b'1490,bored sad no one tweeting,0
b'1491,bored.wish i had somewhere,1
b'1492,boredd i want to go,1
b'1493,boring english,0
b'1494,boss marah coz i steal a few puff,0
b'1495,boston and atlanta both out my vote goes to the nuggets for nba champions URL,1
b"1496,bouta watch mall cop,1
b'1497,brandon why do you work so much,1
b'1498,breaking into pieces waited all that time what,0
b'1499,bringing my lovely back home sucks great day i love her steven,1
b'1500,british weather is back i see oh well birtney london and ciaraa in dayss,1
b'1501,bryan wants on right now if i can get on when hes done i will txt,1
b'1502,but theres always tomorrow,1
b'1503,caffine headache now lol follow USER_MENTION USER_MENTION USER_MENTION,1
b"1504,camp in confirming that he will be in san diego this fall for the prssa convention haha,1
b'1505,can i tweet yet my phone was jus,1
b'1506,can see clearly now the rain is,1
b'1507,can some one pleease tell me how to work out the total surface area of a square pyramid,1
b'1508,cannot hear the new song due to geographic location i am geographically undesirable and,0
b'1509,cant do this,1
b'1510,cant drive yet but that dont matter im gonna learn bout cars and,1
b'1511,can fuck i also have to read,0
b'1512,can i go and sit in my own little,1
b'1513,can someone buy me adrink faa,1
b"1514,can someone run with me to newport dont wanna take the ride myself,1
b'1515,can yah figure it,1
b'1516,believe i missed out on a day of swimming at,0
b"1517,cant believe the jumpers are gone im really depressed,0
b'1518,cant do,1
b"1519,cant ever find,1
b'1520,cant fall back,0
b"1521,cant get on the net on my,1
b"1522,cant go swimming day mabey tomorrow,1
b'1523,cant leave because my dad is in the bathroom,1
b'1524,cant listen to URL on my,1
b"1525,cant see his copper green guys though URL,1
b'1526,cant sleep wishin i was wit USER_MENTION i love youu good nite,1
b'1527,cant sleep because my dumb arms itch so bad fml i cant wait to go to the,0
b'1528,sleep must be the time change right,1
b"1529,cant stop smiling after talking to him all day why couldnt i have met him months,1
b'1530,cant waiit,1
b"1531,cant wait til wednesday,1
b'1532,cant wait till later gonna sit here and play ps2 then prob watch the phillies then eat dinner then the best part of the,1
b"1533,cant wait to get my share of her check today,1
b"1534,cause im happy but disappointed my car is messing up my poor baby now im hungry with no way to get food whats in this,0
b'1535,cavs lost and i got this sinking feeling we are going to lose lebron in also why must my home city suck ah well lets go,0
b'1536,change of screen,1
b'1537,charade is over.sammy sosa supposedly tested positive in for a performance enhancing drug my childhood hero is officially,1
b'1538,charging,1
b'1539,cheer me,1
b'1540,cheese and pickle sandwich with too much pickle,1
b'1541,,1
b'1542,chinese for dinner and working on a cool website template so proud of,1
b"1543,chop my hand off please advil isnt,1
b'1544,choppin it up USER_MENTION i love,1
b'1545,cleveland USER_MENTION congrats,1
b'1546,clouds are rolling in,1
b'1547,coco doesnt tweet anymore viva la hole woman dont let us down again,1
b'1548,come,1
b'1549,computer overheatedd i think i smell burning laptop,0
b'1550,computers not working help help,1
b'1551,concert later,1
b'1552,cool ew i bought the things they carried on amazon it came like shit i cost me its new,1
b'1553,could,1
b'1554,could not get to sync facebook and,1
b'1555,could not sleep if my life depended on it EMO_NEG,1
b"1556,couldnt find anything i wanted at frys that was within my,1
b'1557,couples in public slow love songs im soo lonely,0
b'1558,covered in bug bites man this blows,0
b"1559,coz hes,1
b'1560,cramps suck your mothers balls,0
b'1561,i hate this,0
b'1562,i hate this,0
b'1563,i hate thunder i woke up really scared just now cus of,0
b'1564,i hate when porn ppl follow me what time to delete,0
b'1565,i have a brace and it hurts now i am a,0
b'1566,i have a,1
b'1567,i have a,1
b'1568,i have already seen all the episodes of forensic files they are playing,1
b'1569,i have been having the worst cramps,0
b'1570,i have finally seen clerks from beginning to end and no tv swearword editing poor jay xd i feel somehow,0
b'1571,i have one big swollen ear antibiotics,0
b'1572,i have such a problem with insomnia went to bed at midnight and woke up at am,0
b'1573,i have the cold,0
b'1574,i have to go into school tomorrow to sing and babysit before that when will i find time for the sims going to,1
b'1575,i have to go to,1
b'1576,i have to,1
b'1577,i have to wait till next tuesday to see star trek cause no one will go with me till then friends,1
b'1578,i havent actually seen my bestfriend in maybe a month my fault i been so busy and i miss,0
b"1579,i havent been on twitter all day thought id make some late,1
b'1580,i checked it for a while but memorial site seems down can anyone else see it URL,1
b'1581,i hope everyone has a great,1
b'1582,i hope i dont have any weird brain problem or disease i think ill be fine though the nurse doesnt sound too,0
b'1583,i hope justice isnt mad at,0
b"1584,i hope the rape ghost doesnt get,0
b'1585,i hope you find a great,1
b'1586,i is to drunk to know if in a partht or what,0
b'1587,i just ate some bad fruit i,0
b"1588,i just busted my ass in the kitchen and im wearin flats grr stupid,0
b'1589,i just got dumped by my boyfrnd love,1
b'1590,i just got to my tweet do i get a prize cassidy your nasty why i gots to hear about your wide peen for,1
b'1591,i just had a bug crawling on my leg it scared me but now its in a water bottle i found on my floor hopefully it doesnt find a way,0
b'1592,i just heard david eddings died earlier this,0
b'1593,i just hit my face on a box at work n scratched my cheek,1
b'1594,i just made a principal payment on my student loans because i realized my monthly payments only go to interest EMO_NEG,1
b'1595,i just need my snuggle buddy,1
b'1596,i just poked myself in the face with a goose feather from my pillow,1
b"1597,i just restarted my ipod i shouldve written down all my apps,1
b'1598,i just saw one of the new camaros the for the first time cool,1
b'1599,i just sneezed with a strepsil in my mouth and nearly choked,1
b'1600,i just waited so long for the finale of gossip girl to download opened it up and it was the wrong one they posted the wrong link,0
b'1601,i just wanna curl up and go back to,1
b'1602,i just wanna swim some laps but all the lanes are taken this,1
b"1603,cant get it off my mind,1
b"1604,cant get my free haircut today next week i,1
b'1605,get my hands on a copy of cap until at least thursday actively avoiding spoilers bought deadpool to cheer me up,1
b"1606,cant hear the reds game in the,1
b"1607,cant sleep,1
b"1608,cant sleep and have an exam tomorrow oh,1
b"1609,cant sleep watching royal pains impressed URL,1
b'1610,sleep but oh well half my headache is,1
b"1611,cant sleep have to be up at in the am boo go to sleep,1
b"1612,cant wait to come,1
b'1613,cant wait to see eric and lauras house,1
b'1614,cardinals lost,0
b'1615,catching up on last weeks greys i miss when it was,0
b'1616,catching up on some work looking forward to going out,1
b'1617,cavs fizzled tribe burnt by yankees not a happy day for cleveland,1
b'1618,cavs lost why magic will lose easily,0
b'1619,cheer up,1
b"1620,chilis doesnt do the awesome blossom any,1
b'1621,class is,1
b"1622,cleansed my face reminded y im a winter not a summer i hate the sun my face is so sore my everything is so sore,0
b'1623,click on my name go look at my profile,1
b'1624,climate progress mit doubles its warming projection to with ppm and arctic warming of URL,1
b'1625,clouds rolling in hard to believe i got a little sunburned today,0
b"1626,clumsy ol me left an awful scratch scar on my nose while attempting to adjust the googles and freestyling at the same time,0
b'1627,cocoa pebbles at midnight,1
b'1628,college is over i have now cleared and handed in my student card uni to look forward to and enjoying the summer,1
b'1629,collingwood are playing shitee atm comee on,1
b'1630,columbus,1
b'1631,come on appstore approval its been almost hrs p,1
b'1632,comfort foods shall be the death of me there is dire need of eating less chocolate cake n getting more beauty,1
b'1633,company is offering round of vss,1
b'1634,completo just as the bell,1
b'1635,confused,0
b'1636,coolness URL,1
b'1637,couldnt go with,1
b'1638,cousin not coming because of her senior project which isnt due for another fing weeks its just an art project,1
b"1639,cracker night dinner at tgi fridays and the cinema its gonna be good to awake up without a hangover tattoo,1
b"1640,craigs a,1
b'1641,crap day feel sick and my phone has the battery life of well um something with a miniscule life,0
b'1642,currently getting dressed for ballet yes i am sitting here in a leotard so what hahaa freezing,0
b'1643,da baby sleep now my gosh now its time me get sum rest b4 she gets up around,1
b'1644,dad is leaving and wont be back til the,0
b'1645,dad left for turkey,1
b'1646,daddy passed away june,1
b'1647,dag just when i decide to throw that freak em dress on my most expensive get em heels my fox lashes didda sys zz,0
b'1648,cramps fuck you ugh asdfghjkl in so much pain right now i should go eat a banana URL,0
b'1649,cubase is working oh my,1
b'1650,curiousity killed the cat so much for wishing for the dream job,0
b"1651,currently at tajur boo boo im hungweey,1
b"1652,currently enjoying the tonight show ive missed my,1
b'1653,cuz frankie is going swimming,1
b'1654,d s what,1
b'1655,dads in the hosptal stupid,0
b'1656,dammit my card have enough money on it after all which is why the dt deluxe box set was rejected now i have to get it,1
b'1657,damn i have a,0
b'1658,damn it twitter update,0
b'1659,damn thuderstorms woke me up wish my bebe was here with me i love you,1
b"1660,dancing no more tonight im exhausted,0
b'1661,dang i feel like shit and those the commercials really grind my,0
b'1662,daniel powter bad day URL i m not at coldplay in nash,0
b'1663,darn i just found out im getting one of my tooth pulled out tomorrow its gonna hurt so bad im,0
b"1664,darn i forgot to bring a fork to work today now im eating my salad with coffee sticks,1
b"1665,david eddings is dead i hope he died believing hed gotten that one story finally,0
b'1666,david tennant is dating again i thought he was saving himself for me when will i meet some tall dark scotsman to romance,0
b'1667,dear all had to restore my computer and i have lost everything show delayed until i can get things back,0
b'1668,def feelin a way jus found out a guy my lil brother grew up wit died niggas shot him at a party n gone smh stop the,0
b'1669,demi is going on tour taylor is going tour miley is going on tour jonas brothers are going on tour with the guy i think i,1
b'1670,demi lovato is comming to london so is miley yay you lot will see me there trustt mee still want to know what time itunes gig,1
b'1671,dentist later hoping my teeth plates and nothing as nasty as last time,0
b'1672,designing away for f3s homepage match stats league tables private games and more previews coming soon EMO_POS,1
b'1673,did god give up on,1
b'1674,did i miss the hov track smh i see mad twits about the hov,0
b'1675,did you guys hear about the airplane crash,0
b"1676,didnt bring connector for camera on trip saving new photos will have to wait another week,1
b'1677,didnt calld,1
b"1678,didnt do so well on the job today made but i learned some valuable skills at the field manager meeting,1
b"1679,didnt get an award but i did get recognized by all the seniors they said that they are going to watch the plays because of me,1
b"1680,didnt get my halohalo but instead have an udon soup to,1
b'1681,get to meet bachmann but her young texan intern filled my quest for crazy,0
b'1682,didnt sticth today cos was reading on wattpad,1
b"1683,didt have proper food from morning on liquid diet citrus in breakfast apple shake in lunch missing home,1
b'1684,i just want my compositions back i was going to work on a stupid,1
b'1685,i just woke up but i wanna go back to sleep someone keep me up,1
b'1686,i keep getting errors on iphone and it saves okay online but i see,0
b'1687,i know i,1
b"1688,i know it couldve been a lot worse but a broken ankle is still enough to worry,0
b'1689,i like the emo boy in hollyoaks,1
b'1690,i look like a freakshow the beautician waxed my eyebrows into,1
b'1691,i look so beautiful today my dreams and yet there is nobody around who wants to do anything,1
b'1692,i lost my charger last night,0
b'1693,i lost my book while i was sleeping who does,0
b'1694,i lost two kids at youth group tonight no,0
b'1695,i love dirk and his points from tonight now if he could only realize he was meant to be with me,1
b'1696,i love him and now not even,1
b'1697,i love my friends and cant wait for church tomorrow im up up up right now this happens,1
b'1698,i love my momma,1
b'1699,i love shortstack especially r gorgeous,1
b'1700,i love talking to you even if its simple,1
b'1701,i love the download,1
b'1702,i love you what do you,1
b'1703,i loved the new,1
b'1704,i make nonsense jokes that make pain to others,0
b'1705,i may have diabites i cant spell it but yeah fuck ttoally scared now my body if fucked soo fuckign annoying,0
b'1706,i may not get to keep my engagement ring may have to switch it not fair bc i want that ring oh well ily sparkle,1
b'1707,i miss bby v want to see her,0
b'1708,i miss direct tv i could be watching the cake boss now or already watched it,0
b"1709,i miss guild wars i still havent touched the most recent one its just sitting on my desk skylar alanine will get some action,0
b"1710,i miss kelli but im glad shes having fun fun saturday night goodnight i miss,1
b'1711,i miss my boys,0
b'1712,i miss my brycey alreadt oside,0
b'1713,i miss my cell phone,0
b'1714,i miss my,0
b'1715,i miss my leddy boo,0
b'1716,i miss the days when i was the starfish to his,0
b'1717,i miss us miss the old times with the guyz,0
b'1718,i miss you.where are you,0
b'1719,i need a,1
b'1720,i need a,1
b"1721,i need a new ipod this freaking thing wont sync anymore anywho hoping the magics make a run for the,0
b'1722,i need a phone missin da crackberry rite now somebody help me,1
b'1723,i need followersif you want satellite tv on your pc check this site see URL,1
b'1724,i need,1
b'1725,i need my car,1
b'1726,i need someone to comfort,1
b'1727,i need study a lot tommorow tests in music and physics oh and also art homework hmm i think that i will make optical,1
b'1728,i need you more than you need me and this hurts,0
b'1729,i neva knew gettin an internship was this,1
b"1730,didt have proper food from morning on liquid diet citrus in breakfast apple shake in lunch,1
b'1731,diego makes tori sad that she fails antidepressant pills ftw,0
b'1732,disneyland was great got to go and pick up the kitties in a minute,1
b'1733,dodgers are doing good today dodgers,1
b'1734,have a phone,1
b'1735,doing my chem prelab,1
b'1736,done with benjamin button what a beautiful movie sleeping dreaming of my wife hopefully go over her house early,1
b"1737,dont feel like cooking,1
b'1738,dont get to see my boys tomorroww.im,1
b'1739,dont let me down mighty tkt booking portal,1
b'1740,you hate it when you iphone battery dies on you and the nearest charge is miles away,0
b'1741,dou guyz even c me,1
b'1742,down,1
b'1743,dreams do come,1
b'1744,driving to school without justin texting me what a lonely,0
b'1745,dumb kyle i USER_MENTION but doesnt have me on his,0
b'1746,eatin,1
b'1747,eating food,1
b"1748,eep i love her so glad shes around hannahh you said youd text you never,1
b'1749,ehh startin to think this is not for,1
b'1750,either my video card died or my dvi cord went down the drain,0
b'1751,english tomorrow,1
b'1752,english bummer,1
b'1753,enjoying my last days of summer,1
b'1754,equals sad in case you were,0
b'1755,err y am i still awake my birthday is june woo hoo than bet awards june than vegas july,1
b'1756,eurgh silly sick silly cold silly tired needs her stuff,1
b"1757,even the hoff cant bandaid the scar left by diversity winning and not the father son dancey,1
b'1758,every boy ive never met anyone as cold as them well some,1
b'1759,every number bbm pin and text message is gone from my phone its empty about to cry smh URL,0
b'1760,everybody hates,0
b"1761,everyone from home is going to the beach today im stuck in,0
b'1762,everyone hates canada no USER_MENTION and no USER_MENTION who wants to road trip to fargo to see USER_MENTION cause i sure,0
b"1763,everyones going on holiday and im left on my loansome for like the year in a row EMO_NEG tis crap to be soo skint stuck in shitty,0
b'1764,exams how i hate exams in the summer its not fun not at all beach i miss you,0
b'1765,excited for toms shopping,1
b'1766,faster faster show on in,1
b'1767,fed up and upset i need some good nosh down me and a cuddle from a lovely boy with messy hair please i need a night out too,1
b"1768,feddy won woop woop must compose myself now in preparation pour le finale dapprentice later way too much excitement for one,1
b'1769,feeling a little under the weather,1
b'1770,feels like a giggly school,1
b'1771,fifa ticketing just times out seems like my ticket chances are getting less and less,1
b'1772,film not on till will have to hold out for hours fix some tea and then go to pops for an,1
b'1773,damn,0
b'1774,damn watchin spidey man tears it touched my soul,0
b"1775,damn wendys commerical got that damn song in my,0
b'1776,damn you mobbing,0
b'1777,damn i missed kindergarden cop on showtime have to catch the replay later that,0
b'1778,damn kayley get to meet,0
b'1779,damn this kinda sucks more than i thought it would probably not gonna,0
b'1780,damn i miss you,0
b'1781,dance flick was,1
b'1782,dancin todayy dont wanna and its lush weather in flippin wales and im spending it inside,1
b"1783,dark angel is so cool its unfair im gonna go cut myself now,1
b'1784,david must be hospitalized for five days end of july palatine,1
b'1785,dear driay lol emo kid god this so brings back merions ha year,1
b'1786,dear god,1
b"1787,delivery from aussie farmers didnt work the pity of living in a big apartment complex wished i had a house to use their,0
b'1788,design with humor escape key on the URL,1
b'1789,despite my last tweet having a fantasticly sunny day,1
b'1790,destiney is out though megan is still my,1
b'1791,detroit won the first game with a score of red wings lead series,1
b'1792,devistated forever be in my heart joshua shine on soldier i believe,1
b'1793,did not win my w and y tix i am determined excited for tonight yardhouse with my favess one,1
b'1794,dident die from the tornado ohh well,1
b"1795,didnt realize this was happing sighed and it went all over so much angst that i sigh blood URL,1
b'1796,dis aint gud a heatstroke,1
b'1797,disappointed the cavs,0
b'1798,discussing the importance of ed westwick chace crawford with,1
b'1799,disneyland,1
b'1800,do you want love or do you want fame are you in the game lady gaga such addictive ready to avoid wasting the,1
b'1801,does any1 know wut time its sposed to,1
b'1802,does anyone know how to treat a bug bite on a,0
b'1803,does neone know what is the exact procedure of getting a ds issued and whether it costs for a summer intern,1
b"1804,doesnt have contacts on cant see,1
b"1805,doesnt know what to eat what would you eat on very sensitive stomach after being,1
b"1806,dont ask and if u do you will regret it,0
b"1807,dont feel,1
b'1808,dont go i got luv for my follower lol USER_MENTION,1
b"1809,dont hope youll be,1
b'1810,dont know how im goin to go on i cannot sleep i keep thinking of her,1
b"1811,dont know why i,1
b"1812,dont make fun of a concerned,1
b"1813,dont wanna think about cheating my bf is going to vegas this weekend i decided not to go,0
b"1814,dont want to do all the housework tonight,1
b'1815,dream,1
b'1816,dropping my mom off at the airport then distracting myself from being sad with museum hopping in,0
b'1817,dt exam tomo doing revsion now,1
b'1818,i never get direct messages must not be exciting hm,1
b'1819,i no feels good,1
b'1820,i now remember why ms janet jackson is in my top,1
b'1821,i only wanted him to wish me happy birthday so much for remembering its called facebook these,1
b'1822,i oove you,1
b'1823,i posted too early san jose just,1
b'1824,i really hope peter facinelli wins his bet,1
b'1825,i really wanna go home i hate working,0
b'1826,i really wish i could have kept that kitten someone just picked it up it will have a good home with no mean cat hissing at it,1
b'1827,i sat on my chocolate truffles so much for saving them for to night,1
b'1828,i see how it,1
b'1829,i should have picked that dog up oh no someone go on the freeway off near bob hope and rescue the cute black,1
b'1830,i have came its not the same without my best friend USER_MENTION i miss my sista bouta cry,0
b"1831,i shouldnt miss you,0
b'1832,i slept for maybe an hour or two even though i tried so hard to fall asleep cause i need my,0
b"1833,i so dont like going to the,1
b'1834,i still cant find my phone and i cant call it cause its,1
b'1835,i swear to cheese crackers USER_MENTION is in detroit like every months i never get to see him i swear this blows,1
b'1836,i think i gain another,1
b'1837,i think i need a,1
b'1838,i think im going to bed now soo tired nitey,0
b'1839,i think its a good day bang bang dirty,1
b'1840,i think its work,1
b"1841,i think my friend has swine flu for real hes in the,1
b'1842,i think my trachea is infected,0
b'1843,i thnk ima cry i feel rlly,0
b'1844,i thought i made some progress,1
b'1845,i totally know how you,1
b'1846,i wanna be like you,1
b'1847,i wanna crawl in a ball,1
b'1848,i wanna vote for miley cyrus and i cant i wanna live in the united states,1
b"1849,i wanna watch the new ep but of course its ppv put it on the pay members page too please,1
b'1850,i want all my friends back via USER_MENTION as do i happy for you,1
b'1851,i want an unltimate maing room free astros,1
b'1852,i want baja california starbursts for some odd reason,0
b'1853,i want iphone os how much longer must i wait me eating french toast yum yum,1
b'1854,i want my casanova,1
b'1855,i want summer love please lordd lol im so,1
b'1856,i want the ham sandwich now but diannaa is making me play,1
b'1857,i want to b happy n content tell me hw URL,1
b"1858,i want to but i cant,1
b'1859,i want to enter in my old my space but i forget the,1
b'1860,i want to get,1
b'1861,i want to get out of sm riight now it is draining my,0
b'1862,i want to go home get in bed eat soup watch friends season all day i feel like,1
b'1863,i want to go to the teen choice,1
b"1864,i want to move so fucking bad i hate it here i wish i never bought concert tickets because now i cant move as soon as i,0
b'1865,dude bringing up memories,1
b'1866,eden missed a turn and then drifted it was so damn scary,0
b'1867,ehh bad,0
b'1868,elaina and sarah are over watching movies and what,1
b'1869,electricity is,1
b'1870,eliminated me kqs sb x ako co1 with a king in the,1
b'1871,em english ar47 c em,1
b"1872,empty nest literally my fiancees i hope theyre still around they were so cute i miss,1
b"1873,england what the hell EMO_POS cricket,0
b'1874,enough,1
b"1875,eshoot canceled its storming and raining in tampa,1
b'1876,europe cruise mite be cancelled there was a fire that happened on our ship my summer is officialy ruined,0
b'1877,even poirot is not making my head feel,1
b'1878,even worse than i thought,0
b'1879,ever since my brother got married i feel so alone at home even though we seldom communicate but presence at home is,1
b'1880,everybody has jobs i am going to be the only one without,1
b'1881,everybody that has my number and my bbm my phone is not working so will be getting a new phone on thursday this sucks i love you,1
b'1882,everyone deserves to be,1
b'1883,everyone have an awesome wknd yay for,1
b'1884,everyones just set to on msn nobody to talk to,1
b'1885,everything went as planned now i have many many many new souvenirs from herschel and planck,1
b'1886,everythings so fucking chilled atm loving life right this minute oo dj am and trvs ayee i think soo fix your face,1
b'1887,exams,1
b'1888,,1
b'1889,excellent morning trying to take in the fact that theres only more week left of school,1
b'1890,excited about purchasing my new macbook pro should be here in a few,1
b'1891,excited dont think i will sleep,1
b"1892,failed my psychology class last semester i dont know if i want to go back in the fall now wow thats depressing and whats even,0
b'1893,fallen leaves fallen leaves on the ground,0
b"1894,fantastic its probably cause of the messaging last,1
b"1895,farm town isnt connecting for me and i have crops that need to be harvested,1
b'1896,farrah fawcett has passed away,1
b"1897,farrah fawcett one less charlies angel but one more angel for,1
b'1898,fbi terrorist attack on golden gate bridge may have been greenscreened URL via USER_MENTION,1
b'1899,fcked thing up for good no,1
b'1900,feel like crying fucking bitch stealing my family i want them,0
b'1901,feel like shit choked on something last night now throat chest ache headache chicken noodle soup sandwich chips then,0
b'1902,feel sorry for him kidless on,0
b'1903,feeling sad that rapidshare.com acct has bn expired,0
b'1904,feeling very down this friday morning i hate when i have time to think i just get myself down,0
b'1905,figuredd out how to edit profilee levi youu dont need to do a calorie diet,1
b'1906,final destination has a release date august,1
b'1907,finally a good mood,1
b'1908,finally got my fmc tickets in the mail,1
b'1909,finally linked my fone,1
b'1910,finally i finished a new item in my striped colorful knitted line want to see it URL,1
b'1911,finally lol but picckk mee,1
b'1912,find it,1
b'1913,fine i should be anyway see you at the,1
b'1914,fingers crossed another enjoyable night cause of,1
b'1915,finishing up my midterm project for web publishing class waiting to go over zachs house,1
b'1916,finn fell of the balcony seems ok but will know better in a few,1
b'1917,first uni exam,1
b'1918,fix my puter its taking a,1
b'1919,flordia and USER_MENTION where do u send in the pictures of the shrits saw ur update on facebook,1
b'1920,flower,1
b'1921,follow,1
b'1922,follow me on twitter URL,1
b'1923,food poisoning,1
b'1924,for once cant i be number,1
b'1925,meadd URL,1
b'1926,forgot about my spanish essay hopefully i finish before,1
b'1927,found a place to buy secret agent sam now where to get it for free,1
b'1928,free movie was sold out,1
b"1929,friday ive caught a cold how rubbish is that at least ive got the whole weekend to spend in bed,0
b'1930,friday plus woke up naturally no nasty alarm the world is so much nicer when the sun wakes you up instead of some radio dj,1
b"1931,friends emailed me a list of signs youre middle aged woman and i relate to incl forgetfulness so i am now becoming my,0
b'1932,from report with total murders has the highest number of deaths since and an increase of from,1
b'1933,from seeing all my koreans buisnesses,1
b'1934,fuck,0
b'1935,fuck,0
b'1936,fuck that dev is clearly,1
b'1937,fuckin ugh,0
b'1938,fxcking tired and soo,0
b'1939,gdocs letting me down not saving and not sharing one more,1
b'1940,get better friend it sucks not to be able to taste so,1
b'1941,getting close to followers i feel a chocolate party coming on you are all invited,1
b"1942,getting er done hrs of work behind me not sure how many left in front,1
b'1943,getting ideas for my room revamp,1
b'1944,getting ready for school after i print out this song fancy i,1
b'1945,getting ready for work def should have stayed in last night,1
b'1946,getting ready to go on a,1
b"1947,gettn meds for my baby hes got a stuffy nose and now a cough his time getting,0
b'1948,gig was awesome am exahausted and so dont want to revise boo,1
b'1949,girls are so mean now a days,1
b'1950,git version of gnome shell broke compiz still get nice clutter effects,1
b'1951,glad i could help or not depending on how much you spend EMO_POS,1
b"1952,glade you liked it ill be over in a few,1
b'1953,i want to shop URL,1
b'1954,i want to take pieces of the past and bring them to the present.things would change.a life without be the same,1
b'1955,i wanted taj to,1
b"1956,i wanted the cavs to win it all defense wins the game cavs i dont like loosing and i know this is alot of pressure on,1
b'1957,i wasted more than a roll of,0
b'1958,i will txt you when i get back from oc maybe we can do something ill make you feel better na mean lol,1
b'1959,i wish he knew how much i miss him,0
b'1960,i wish i could play guitar my guitar i got a few ago is collecting dust i need to learn,0
b'1961,i wish i lived far far away in a fairytale land with lots of happiness and love ahh to,1
b'1962,i wish i was,1
b'1963,i wish i were,1
b'1964,i wish it was summer time,1
b'1965,i wish mark was,1
b'1966,i wish paramore won for best song,1
b'1967,i wish this was easier,1
b'1968,i woke up lol,1
b'1969,i feel guilty and like i should be revising stuff after today haha,1
b'1970,i work the next days hours each day no,1
b'1971,i have to start work tomorrow,1
b'1972,icant stop smiling especially thinking of the time we ran to the train,1
b"1973,idk why i m so sad i need to somone right now,1
b'1974,ii cant beleivee the ppl that imm,1
b"1975,ill be leaving home,0
b'1976,ill deff be going up early on tuesday will you what time,0
b"1977,ill get home like today it will be a long day no hangover just my body is drain out n my legs hurt im,0
b"1978,ill get my son tommi to visit at me tomorrow from oulu so nice,1
b"1979,im a sad panda today i want a slurpee,0
b'1980,about to turn down a great job offer in la raise paid for accomodations rental car weekly expenses paid i have my,1
b'1981,im almost done with this portrait woo hmm maybe i should draw andrew bisante with my new pastels,1
b"1982,im back,1
b'1983,im back but now going offline seeya guys have fun on night lvoe,1
b'1984,im being attacked by a moth its scary stuff,0
b"1985,im being confused,0
b"1986,im board b and happy for,1
b"1987,im bored bored bored again and developing a headache and i want a piece of carrot cake,0
b"1988,im boredd rain rain go,1
b'1989,im buzzed and followed friends to punk ass bar possibility of me getnin laid minimal,0
b'1990,im crushed how could i have been so stupid,0
b"1991,im depressed about the cavs loss now im checking out the da vinci code for the first,0
b'1992,im dying of thirst and i wish i was in a large body of water somewhere in hawaii anything with clear water,0
b"1993,im exactly where i want to be,1
b'1994,exhausted having pasta soon thank,1
b'1995,im followin demi she,1
b"1996,im freaking out i got something to admit,0
b'1997,im fukin bored im goin on gs a,0
b'1998,finally,1
b'1999,finally catching the new episode of college,1
b'2000,finally finished now i can sleep,1
b'2001,finally,1
b'2002,finally got twitter trynna see what the hype is,0
b'2003,fine i just wanted to share with u the greatness of baby soup and how it contributes to a cannibal society,1
b"2004,fine ill watch it i am so,1
b'2005,finished watching friends so sad why whyy did it had to enndd,0
b'2006,finishing up this stupid project then off for fun sundress booze and sunshine i love this,1
b'2007,firefox will not start or uninstall i hate it,0
b'2008,first time in a long time wikipedia has failed,0
b'2009,fishing today go away,1
b'2010,five in the morn and am awake wiv a,1
b'2011,flash lost my frisby on a roof sad days,0
b'2012,fml today sucks i just hope the dance will bring my soul up i pray but im still sad i hatee todayy,0
b'2013,folk taking about me at morning break,0
b'2014,follow,1
b'2015,food,1
b'2016,for a minute there i was all happy thinking it was this tuesday we finished,1
b'2017,for the first time ever my iphone crashed itunes times in a row also crashed moble device wtf apple,0
b'2018,for trish sa right side ng reply ko may star and arrow click the arrow para makareply ka,1
b'2019,forgot about them science exams tbh,1
b'2020,found her jrm,1
b'2021,found my bberry in the office thanks god one entire weekend without was,1
b'2022,foxtell is so,1
b'2023,freaking out about the,0
b'2024,french test oh gawdd lol fashion show tonite come watch,1
b'2025,frenchies cheering sod hurts my,0
b'2026,fresh out the shower i wanna go to the movies,1
b'2027,fuck it,0
b'2028,fuck you,0
b'2029,fun time so tired train to boston soon,1
b'2030,funny cold nose cold nose reallyy cold nose watch till end if u wana laugh URL,0
b'2031,funny how quick yr mood can,1
b'2032,gaahh if i started all this,1
b"2033,gbye fl crew until,1
b"2034,gerd is acting up,1
b'2035,gettin a divorce n my,1
b'2036,getting my battlestar fix,1
b'2037,getting rid of the z28 camaro its a said day if anyone wants it come get it its also on,1
b"2038,gimme a hug thats soo cute,1
b'2039,girlfriend is in surgery nothing really serious but i hate she has to have total,0
b'2040,gloomy outside pajamas all day sounds like a plan to,1
b"2041,gmail isnt connecting on my iphone is gmail,1
b'2042,gnight to all oh if you have the time look up marcus schossow amazing girls suckcces dub mix is my personal fave,1
b'2043,go try the yummo super hot ayam bakar taliwang food from exotic,1
b'2044,goin to,1
b'2045,going home we all knew i would have to go home some time,1
b"2046,im getting sick thats not good with salkehatchie on,1
b'2047,im giving it all to,1
b"2048,im going back to sleep,1
b'2049,im going to bed hopefully dream of mr USER_MENTION tonight,1
b'2050,im going to go cry myself to,0
b"2051,im going to miss my prissy but im happy shes with elvis,1
b'2052,gonna go be grumpy and read comics later,0
b'2053,im gonna miss all of the peeps in the play,0
b'2054,im gonna miss my,0
b"2055,im gonna pull an allnighter hopefully i wont fall asleep cause im pretty tired i want a mocha bk,0
b"2056,im gonna twit someone on a random time and day so theyll have a chance to,1
b"2057,im happy and,1
b"2058,im happy went out for dinner at a posh place and food was wonderful i love it when food is,1
b"2059,im having fun with,1
b"2060,im hungry but theres no food at mah house,0
